temperature_c,humidity_pct,pressure_hpa,mq4_ch4_ppm,mq135_gas_ppm,sound_db,vibration_g,temp_change_rate,ch4_change_rate,Hazard_Type,Risk_Level,Recommended_Action
49.58,45,1008.96,1068.96,269.7,66.32,0.29,2.381,7.414,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.85,57.48,1008.55,161,83.29,51.46,0.19,-0.022,-0.795,Normal,Safe,Maintain Regular Monitoring
26.01,63.19,1014.24,187,51.12,67.98,0.09,0.045,2.656,Normal,Safe,Maintain Regular Monitoring
26.41,62.79,1008.92,201.62,71.67,113.71,3.34,0.059,0.879,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
29.76,83.69,1004.45,325.36,539.57,43.29,0.05,0.056,-3.257,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
29.13,91.21,1000.39,184.54,510.31,43.81,0.09,-0.085,-0.418,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
28.91,61.37,1012.53,226.47,115.24,110.06,5.05,0.007,-0.995,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
49.24,39.63,1004.11,357.8,400.2,60.83,0.2,2.783,4.088,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.65,58.59,1016.19,150.64,53.38,63.34,0.07,0.063,0.667,Normal,Safe,Maintain Regular Monitoring
21.66,57.99,1012.98,122.81,71.25,63.93,0.22,0.018,-0.498,Normal,Safe,Maintain Regular Monitoring
32.41,93.6,1002.17,432.26,252.28,50.25,0.18,0.122,2.119,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
36.89,36.11,1007.15,688.84,487.1,69.31,0.29,2.986,11.505,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.35,58.63,1011.99,112.13,41.19,60.04,0.13,0.03,0.148,Normal,Safe,Maintain Regular Monitoring
21.89,63.63,1016.83,112.55,90.61,62.45,0.17,0.049,1.127,Normal,Safe,Maintain Regular Monitoring
47.9,40.1,1009.66,437.41,507.8,58.98,0.17,2.432,9.637,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.03,54.28,1013.6,162.19,36.59,51.9,0.13,-0.007,0.347,Normal,Safe,Maintain Regular Monitoring
23.49,47.35,1019.36,113.1,63.82,65.17,0.23,0.115,1.156,Normal,Safe,Maintain Regular Monitoring
37.07,29.96,1010.24,287.46,305.23,82.73,0.16,3.354,10.422,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
26.19,61.73,1011.34,110.58,50.16,92.19,3.56,-0.019,-1.085,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
57.77,41.69,1013.42,315.24,221.93,53.26,0.35,2.533,6.108,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
19.75,60.38,1013.53,178.95,43.53,51.6,0.07,0.045,-0.142,Normal,Safe,Maintain Regular Monitoring
26.02,73.68,1014.45,93.09,62.45,99.9,4.46,0.008,0.245,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.59,59.49,1009.08,113.67,82.9,65.27,0.22,-0.067,0.908,Normal,Safe,Maintain Regular Monitoring
25.01,62.8,1012.1,86.59,45.09,55.94,0.08,0.02,-0.659,Normal,Safe,Maintain Regular Monitoring
28.26,61.09,1008.48,200.46,78.7,102.23,3.02,0.07,2.058,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
39.55,37.43,1017.34,428.59,561.44,79.16,0.16,1.758,9.802,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
31.95,85.66,1007.46,388.87,459.91,46.54,0.11,0.192,0.204,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
45.22,39.99,1007.86,686.65,352.56,67.99,0.24,2.783,2.239,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
48.87,46.83,1009.2,398.25,436.96,69.63,0.32,1.9,7.214,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.14,61.81,1013.35,56.13,93.26,62.52,0.14,0.04,0.885,Normal,Safe,Maintain Regular Monitoring
27.39,52.38,1009.15,1911.75,93.84,55.48,0.24,0.093,56.159,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.96,55.89,1013.41,73.44,54.61,52.62,0.05,0.087,1.919,Normal,Safe,Maintain Regular Monitoring
24.31,67,1018.91,172.98,93.81,52.82,0.06,0.037,0.227,Normal,Safe,Maintain Regular Monitoring
22.94,60.69,1018.15,117.38,108.22,89,4.23,0,-1.35,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.17,60.2,1008.45,4541.45,106.41,67.54,0.27,0.273,82.595,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
30.75,83.83,1009.78,322.52,280.32,45.06,0.08,0.122,4.796,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
52.39,32.64,1006.68,594.53,343.81,72.18,0.42,1.8,9.513,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.73,56.46,1008.53,91.24,78.89,91.71,2.65,0.05,-0.387,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.25,64.3,1005.74,3576.78,183.4,65.39,0.27,0.201,60.201,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
47.23,30.4,1002.7,515.25,589.1,67.1,0.35,2.83,10.119,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.68,59.15,1009.35,4241.1,85.8,70.24,0.27,0.287,32.662,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.38,62.36,1013.42,129.33,79.59,52.64,0.22,-0.047,0.754,Normal,Safe,Maintain Regular Monitoring
25.18,73.03,1009.42,229.17,106.37,112.12,2.16,0.102,0.673,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.19,57.11,1017.42,193.76,58.17,55.44,0.18,0.029,-0.6,Normal,Safe,Maintain Regular Monitoring
22.99,61.3,1014.12,171.61,29.18,57.54,0.12,0.022,-1.142,Normal,Safe,Maintain Regular Monitoring
47.45,36.81,1005.61,997.93,452.54,60.04,0.44,1.475,2.734,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.54,66.98,1018.31,134.57,40.81,57.98,0.13,0.073,-1.486,Normal,Safe,Maintain Regular Monitoring
24.29,65.51,1016.95,137.01,93.64,94.89,4.64,-0.011,0.62,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
21.48,62.55,1013.44,100.28,50.83,71.69,5.59,0.034,-0.12,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
28.83,89.17,1007.96,254.65,337.44,46.7,0.14,0.041,0.092,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
25.85,66.56,1015.62,2860.13,173.37,57.16,0.32,0.228,48.826,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.46,63.24,1008.32,208.91,36.97,46.47,0.21,-0.006,1.702,Normal,Safe,Maintain Regular Monitoring
23.76,60.31,1009.72,76.36,56.84,83.89,4.16,-0.092,-1.228,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
22.85,59.48,1007.4,2027.36,108.45,59.39,0.14,0.162,59.443,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.72,66.09,1015.91,78.69,125.99,76.17,6.04,0.013,-0.241,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.02,63.05,1011.51,128.2,66.01,79.43,4.5,0.011,-1.217,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
32.84,84.35,1005.64,243.09,381.14,49.15,0.14,-0.03,1.84,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
22.96,62.49,1009.41,38.84,45.9,54.26,0.09,0.048,0.339,Normal,Safe,Maintain Regular Monitoring
27.81,56.7,1013.26,2203.23,145.32,57.48,0.15,0.318,19.833,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
30.34,86.39,1006.92,340.69,331.03,40.08,0.12,0.015,3.364,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
24,60.31,1010.86,149.03,64.14,63.43,0.21,0.013,-1.22,Normal,Safe,Maintain Regular Monitoring
23.56,64.47,1017.09,43.24,73.03,54.09,0.17,-0.01,-1.16,Normal,Safe,Maintain Regular Monitoring
37.77,30.94,1008.12,1024.2,222.78,66.15,0.3,1.133,5.077,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
25.8,74.92,1012.42,188.29,57.59,74.16,6.22,0.05,-1.097,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
22.05,60.3,1015.58,251.37,99.03,108.31,4.8,-0.051,0.004,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
52.37,46.38,1003.55,1067.32,424.63,61.77,0.3,1.749,11.095,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.22,63.99,1011.58,134.4,91.12,51.67,0.24,0.09,1.353,Normal,Safe,Maintain Regular Monitoring
53.71,44.9,1008.05,591.59,529.93,67.09,0.29,2.822,5.57,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
22.16,67.93,1012.89,108.98,66.27,88.72,4.79,0.081,-0.884,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
19.84,62.3,1016.05,166.77,29.97,59.52,0.22,-0.039,-0.915,Normal,Safe,Maintain Regular Monitoring
27.34,64.03,1014.11,3738.44,162.37,62.48,0.19,0.239,60.393,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
28.48,94.56,1003.6,394.72,413.09,43.51,0.11,-0.012,0.176,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.83,66.69,1013.28,112.73,74.43,93.63,4.2,0.097,0.771,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.84,60.94,1011.72,180.75,108.63,110.68,3.28,0,0.249,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.54,60.96,1013.09,134.5,82.6,107.19,3.84,-0.006,-0.902,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
27.7,60.52,1009.42,3860.74,141.01,63.53,0.15,0.312,57.173,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.21,77.76,1009.83,92.73,82.79,66.54,0.14,-0.019,1.032,Normal,Safe,Maintain Regular Monitoring
30.43,95.06,998.19,426.79,380.81,42.59,0.14,0.048,-0.092,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
30.35,94.89,1005.12,372.2,374.91,39.2,0.18,0.028,5.782,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
29.66,88.77,1006.51,278.74,235.46,39.49,0.16,-0.007,-0.22,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
31.53,92.76,1005.47,185.76,222.4,38.74,0.16,-0.004,3.355,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
26.57,56.87,1001.68,1007.69,123.89,75.48,0.18,0.384,37.087,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
26.45,55.1,1008.87,4666.78,186.41,59.39,0.32,0.36,34.964,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.6,60.36,1018.45,166.76,100.62,97.59,2.88,0.045,0.17,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
49.43,38.93,1007.3,974.24,477.24,59.39,0.3,1.069,2.16,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.79,65.97,1009.79,202.96,114.61,107.57,2.23,0.017,1.662,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.9,68.81,1011.29,196.76,111.94,109.2,2.25,-0.03,-0.433,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
34.36,92.65,1000.24,205.21,467.19,44.64,0.07,0.134,0.108,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.7,60.18,1007.18,72.25,78.18,65.07,0.05,-0.076,0.429,Normal,Safe,Maintain Regular Monitoring
25.99,60.48,1008.26,1192.49,134.6,60.35,0.31,0.276,24.359,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
24.8,64.09,1014.88,95.1,56.68,59.62,0.24,0.05,-0.208,Normal,Safe,Maintain Regular Monitoring
52.25,29.28,1004.75,508.82,672.16,62.55,0.34,2.738,11.766,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.68,59.53,1016.36,78.84,88.22,48.43,0.2,0.098,-1.337,Normal,Safe,Maintain Regular Monitoring
30.26,57.76,1007.03,1513.68,112.58,46.88,0.2,0.212,76.904,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
39.34,39.96,1007.78,815.03,412.89,62.85,0.3,0.82,8.917,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.48,60.59,1013.5,112.04,64.32,56.54,0.17,0.044,0.958,Normal,Safe,Maintain Regular Monitoring
46.05,37.5,1011.09,578.14,664.68,64.4,0.41,2.098,2.688,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.94,51.01,1017.16,204.48,63.86,43.83,0.14,0.026,-0.019,Normal,Safe,Maintain Regular Monitoring
25.93,60.51,1012.46,99.11,52.33,52.09,0.24,-0.028,-1.095,Normal,Safe,Maintain Regular Monitoring
34.24,88.44,1004.76,362.9,544.46,38.7,0.05,-0.028,2.965,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.8,53.35,1002.76,957.07,164.02,77.48,0.1,0.24,45.299,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
24.97,53.46,1021.11,127.14,82.42,55.07,0.14,0.048,0.792,Normal,Safe,Maintain Regular Monitoring
24.82,54.09,1004.12,2449.63,189.86,62.88,0.12,0.137,25.816,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
25.99,49.73,1009.43,95.65,64.26,120.86,5.01,-0.035,0.998,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
21.15,62.23,1014.88,49.02,66.83,56.95,0.16,-0.07,-0.911,Normal,Safe,Maintain Regular Monitoring
57.5,45.07,1008.83,673.58,497.49,69.71,0.36,2.191,11.903,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
21.76,54.15,1017.27,177.3,46.9,63.61,0.15,0.003,0.927,Normal,Safe,Maintain Regular Monitoring
26.96,67.37,1011.56,90.76,39.24,37.57,0.24,0.05,1.79,Normal,Safe,Maintain Regular Monitoring
39.07,39.38,1010.74,987.78,488.23,62.15,0.18,2.036,5.945,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
55.08,32.88,1014.99,1071.72,660.74,62.75,0.42,3.41,6.434,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
43.06,38.52,1005.64,834.6,345.8,67.08,0.26,1.652,6.91,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
23.95,58.97,1010.24,135.7,117.99,101.98,3.31,0.022,0.246,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.95,58.34,1014.28,81.26,100.92,71.6,5.17,0.076,-0.824,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
28.37,59.17,1012.82,1709.47,86.05,57.47,0.26,0.088,53.136,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.81,58.6,1010.96,113.1,72.84,47.56,0.13,-0.012,1.378,Normal,Safe,Maintain Regular Monitoring
24.61,61.68,1012.13,219.99,108.67,116.73,3.02,-0.06,-0.927,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.53,62.77,1012.19,34.46,70.49,50.42,0.21,0.072,-0.059,Normal,Safe,Maintain Regular Monitoring
23.42,65.59,1012.39,4750.11,97.02,70.67,0.33,0.36,25.945,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.26,69.78,1012.6,89.07,68.51,60.73,0.18,-0.013,0.533,Normal,Safe,Maintain Regular Monitoring
24.41,54.09,1010.38,130.09,49.74,44.96,0.08,-0.01,0.881,Normal,Safe,Maintain Regular Monitoring
26.62,68.49,1010.77,214.54,115.09,84.43,5.33,0.014,1.718,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
28.24,90.95,995.03,174.43,357.9,42.1,0.12,0.082,-0.543,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24,66.19,1012.24,164.11,48.54,110.08,4.75,0.052,0.626,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
29.22,57.56,1005.53,2370.98,183.16,70.98,0.28,0.237,22.875,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
22.88,66.73,1009.01,231.82,48.74,54.01,0.05,0.074,1.631,Normal,Safe,Maintain Regular Monitoring
25.38,67.36,1010.56,164.02,93.24,60.08,0.06,0.074,-0.048,Normal,Safe,Maintain Regular Monitoring
23.83,71.24,1012.89,123.39,83.41,61.25,0.16,0.002,-2.162,Normal,Safe,Maintain Regular Monitoring
43.82,41.65,1014.39,477.92,365.21,74.62,0.19,2.57,2.398,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
27,65.32,1011.62,162.67,46.16,110.81,4.59,0.049,-0.266,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
54.45,45.54,1004.7,456.7,473.26,66.51,0.25,2.275,2.914,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.62,64.4,1017.69,76.8,31.28,61.9,0.05,0.035,0.615,Normal,Safe,Maintain Regular Monitoring
23.52,61.77,1014.98,143.91,93.67,76.86,3.29,0.037,1.399,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
28.11,66.6,1008.83,143.45,50.09,92.42,4.1,0.035,-0.946,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
38.32,44.26,1011.63,741.94,504.41,72.95,0.4,0.952,9.475,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
54.72,33.72,1013.43,794.38,364.51,59.64,0.36,1.275,4.354,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.57,65.18,1007.95,1686.27,87.31,62.03,0.33,0.362,25.263,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
22.27,65.38,1014.62,142.1,76.53,43.84,0.13,-0.028,-1.123,Normal,Safe,Maintain Regular Monitoring
23.83,62.48,1007.14,4388.47,82.42,65.04,0.26,0.195,81.2,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.98,58.07,1015.17,113.89,64.3,91.16,2.29,0.003,-0.713,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.75,63.72,1014.25,74.54,33.91,61.45,0.18,0.119,0.998,Normal,Safe,Maintain Regular Monitoring
26.36,69.34,1016.12,145.71,89.56,62.2,0.25,0.057,-0.265,Normal,Safe,Maintain Regular Monitoring
24.89,60.48,1012.54,164.87,48.85,51.41,0.2,0.027,0.362,Normal,Safe,Maintain Regular Monitoring
22.9,66.26,1012.82,202.7,66.36,60.24,0.19,0.016,0.139,Normal,Safe,Maintain Regular Monitoring
32.39,84.05,1002.85,345.68,347.77,46.34,0.06,0.102,2.584,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
23.86,68.26,1008.31,253.78,113.27,105.1,4.5,-0.014,-0.099,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.62,56.49,1005,2201.79,187.77,60.23,0.26,0.081,84.032,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.96,59.17,1015.69,69.17,62.97,53.87,0.19,0.08,-0.423,Normal,Safe,Maintain Regular Monitoring
28.09,68.18,1002.48,1129.25,113.38,63.14,0.22,0.201,72.124,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
29.75,58.11,1011.71,2473.22,142.52,63.83,0.26,0.091,21.549,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
24.04,58.33,1011.19,175.8,30.46,53.41,0.2,0.072,0.567,Normal,Safe,Maintain Regular Monitoring
26.38,66.88,996.65,879.48,120.72,58.37,0.28,0.373,31.311,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
27.71,67.57,1005.33,3330.72,169.59,56.14,0.2,0.26,61.849,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
45.86,37.76,1008.62,423.62,508.33,53.88,0.32,3.275,10.008,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
45.92,42.37,1000.09,748.3,446.49,66.87,0.22,3.27,5.354,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
22.03,62.23,1015.07,146.61,55.05,56.48,0.14,-0.02,-0.33,Normal,Safe,Maintain Regular Monitoring
28.38,58.06,1003.37,4510.01,155.25,66.47,0.12,-0.062,83.92,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
50.66,33.71,1006.77,1070.96,300.4,69.42,0.34,1.463,9.176,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
28.39,66.63,1011.45,1160.58,109.71,64.01,0.16,0.29,29.846,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
29.67,85.94,1009.52,273.34,289.67,38.28,0.16,0.043,1.486,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
43.45,28.14,1013.33,374.62,293.45,71.69,0.39,2.464,2.449,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
21.81,66.8,1017.06,181.6,55.41,58.53,0.2,0.068,0.454,Normal,Safe,Maintain Regular Monitoring
23.4,64.96,1014.43,102.73,103.84,62.11,0.18,0.022,0.172,Normal,Safe,Maintain Regular Monitoring
56.51,41.32,1002.88,674.12,253.22,82.79,0.36,2.159,9.651,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
22.36,61.75,1010.06,203.04,65.9,55.2,0.18,0.058,-0.249,Normal,Safe,Maintain Regular Monitoring
53.99,47.58,999.15,890.45,280.94,68.9,0.31,2.275,2.895,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
